,current
0,0.008819537978194816
1,-0.004889530915497686
2,-0.0050164139157266655
3,0.0033605493179132235
4,-0.007427717018731099
5,-0.011087088825603532
6,0.010096545822489483
7,0.003847083288317704
8,0.002221331500606538
9,-0.001187860992016007
10,0.008469802956492904
11,0.005858296646726362
12,-0.014510465071092401
13,0.0023420187588973147
14,-0.005984109930529483
15,-0.001318884692566064
16,-0.0069592561263989855
17,0.012408960317357451
18,-0.006355754684394887
19,0.01040819188497194
20,0.004429988263732445
21,0.0029579750960685323
22,-0.003848064872297437
23,-0.00073273234868966
24,0.015200797413244442
25,0.007448183861557119
26,-0.0012252089656319275
27,0.0039745924943934636
28,0.00534413886825208
29,-0.019941759333641514
30,-0.007945927217789344
31,-0.008608081640956907
32,-0.0022988923938778083
33,-0.0032396005000789457
34,0.008494393527055036
35,-0.01515641765815196
36,0.0005655446684795084
37,-0.002673690797809189
38,0.008092567001181127
39,-0.024572443655897672
40,0.011266413588415363
41,0.01382221950188059
42,0.0190305048985382
43,0.002493331147909306
44,-0.01564848795739476
45,-0.006274282041423603
46,0.015640874153654536
47,0.014012156847883995
48,0.005086979431974957
49,0.007784026064021878
50,-0.005668706765551564
51,0.0033534731747228686
52,-0.0037655386355278323
53,0.02068945696534821
54,0.018570891077201248
55,0.0044968386335400646
56,-0.017276975166358233
57,0.00987049082248389
58,0.0024666932929007022
59,-0.011344986363576443
60,-0.0024568751497451224
61,-0.006845131998484058
62,-0.00879551172914173
63,0.012041329834025458
64,0.007772922957271654
65,-0.00015928850359262466
66,-0.0070660061313652265
67,0.01188462466001577
68,0.0036874074571300653
69,0.010522666662748873
70,-0.017483364000281693
71,-0.005323096336518597
72,-0.009729111355182937
73,0.005336029534945855
74,0.006383228997195682
75,-0.0006367016714433108
76,0.01384320982870645
77,0.027059724746691476
78,0.000899946136406725
79,0.003985078958172466
80,0.0008386079097949936
81,0.005995071603993222
82,0.012487559750904419
83,-0.0020853940279974606
84,-0.007523534967525646
85,-0.006524251975933376
86,-0.012954925949093499
87,-0.012632877500039642
88,-0.020167068093529045
89,0.005386105578101361
90,0.0060664946191536385
91,0.013811660396840054
92,-0.010051919739894213
93,-0.004304444102018514
94,-0.007827580621042454
95,0.002795051453255036
96,-0.00790223325324182
97,0.012458164636966813
98,0.002748941625845351
99,-0.0008955133753950718
100,0.006995819517413314
101,0.017609393798304628
102,-0.00501619263740358
103,-0.022944885059094547
104,-0.014884351921043301
105,-0.000998176990705131
106,0.011534047346282087
107,-0.0026410837739259466
108,-0.010910450510384008
109,-0.015486512879287186
110,0.009206954475401622
111,0.00392080283372439
112,0.0029991429376531485
113,-0.013247409731073027
114,0.0015087432470478558
115,0.023078875652090904
116,-0.00452225077289531
117,0.00019244871853226777
118,-0.01333273770113165
119,-0.009397727251320034
120,0.006944423042931554
121,0.0014685831271757334
122,0.003044467602725468
123,0.015459859605363967
124,-0.0042431746671714446
125,0.015321466430728762
126,-0.008605665582191455
127,0.0007961224863916234
128,-0.0027025130924233664
129,0.007111992832218238
130,0.02952117164260682
131,0.010760345902391411
132,-0.01188326594016328
133,0.010876987597440112
134,-0.012206211942782094
135,-0.016333049302616632
136,0.010170939346292976
137,-0.008080204334051943
138,-0.008415021926321648
139,-0.0013317527045647935
140,0.002120717820029942
141,-0.008845680264578649
142,0.0007151314554596809
