,time / ms,current / nA
0,0.0,-0.05549071264682119
1,0.1,0.00397092687094902
2,0.2,-0.029907788129629617
3,0.30000000000000004,-0.025495214930389126
4,0.4,0.02513801619481203
5,0.5,0.003510164436622862
6,0.6000000000000001,-0.05137114360097089
7,0.7000000000000001,0.025991940573672316
8,0.8,0.012537005206547809
9,0.9,0.058859263390698975
10,1.0,-0.015976727891534558
11,1.1,-0.036783077967465584
12,1.2000000000000002,-0.04883617230449013
13,1.3,0.031492394143958984
14,1.4000000000000001,0.025894585222418214
15,1.5,-0.03215060057072127
16,1.6,-0.040701618952174064
17,1.7000000000000002,-0.022017281335554088
18,1.8,0.09973638506756438
19,1.9000000000000001,-0.007536914973008459
20,2.0,0.011685611048791652
21,2.1,0.024918257827801875
22,2.2,-0.007233126765777884
23,2.3000000000000003,-0.02466609886058019
24,2.4000000000000004,-0.021694462219081966
25,2.5,-0.02205543531466578
26,2.6,0.0004302237207721202
27,2.7,0.0102888319292462
28,2.8000000000000003,0.006413243768791071
29,2.9000000000000004,0.07378095313949179
30,3.0,-0.019352230507896497
31,3.1,0.0428269196679778
32,3.2,-0.027675004040904738
33,3.3000000000000003,-0.038758184552965196
34,3.4000000000000004,0.009872703389942755
35,3.5,-0.0026163293524123213
36,3.6,-0.05046002962312089
37,3.7,-0.003637833895056939
38,3.8000000000000003,-0.027517930336737956
39,3.9000000000000004,-0.036559656498756615
40,4.0,0.02322226992119498
41,4.1000000000000005,0.005189002816021226
42,4.2,0.014641929288731521
43,4.3,0.02877763093163187
44,4.4,0.05516415310443597
45,4.5,-0.01799984615642075
46,4.6000000000000005,0.04752308941713302
47,4.7,0.01957336713263802
48,4.800000000000001,0.030984953987919804
49,4.9,-0.02562982763504983
50,5.0,-0.0047602413437344195
51,5.1000000000000005,0.014774684453113368
52,5.2,0.05955300420934091
53,5.300000000000001,-0.01036839762215708
54,5.4,-0.032707139583080594
55,5.5,0.031100060182189547
56,5.6000000000000005,0.00018092140602232282
57,5.7,0.023173990686510552
58,5.800000000000001,-0.010810240081687296
59,5.9,-0.03011346879821002
60,6.0,-0.022779558565272428
61,6.1000000000000005,0.027324880063028183
